year,team_name,player_name,pos,games,goals,assists,cbp_attack,cbp_attack_90,shoot_point,shoot_point_90,goal_point,goal_point_90
2024,清水エスパルス,カルリーニョス　ジュニオ,FW,32,5,2,44.18,1.93,33.89,1.48,16.66,0.73
2024,清水エスパルス,山原　怜音,DF,34,3,6,80.81,2.52,27.94,0.87,12.70,0.40
2024,清水エスパルス,宇野　禅斗,MF,12,2,0,,,,,8.98,0.86
2024,清水エスパルス,アブドゥル　アジズ　ヤクブ,FW,6,3,0,,,,,7.90,6.24
2024,清水エスパルス,ルーカス　ブラガ,FW,35,8,0,35.83,1.42,31.21,1.23,25.17,0.99
2024,清水エスパルス,乾　貴士,MF,30,5,7,66.48,2.85,40.94,1.76,18.79,0.81
2024,京都サンガF.C.,豊川　雄太,FW,25,4,0,,,25.75,1.60,14.64,0.91
2024,京都サンガF.C.,三竿　雄斗,DF,15,1,0,,,,,3.27,0.29
2024,京都サンガF.C.,平戸　太貴,MF,26,2,6,25.95,1.22,16.37,0.77,7.71,0.36
2024,京都サンガF.C.,金子　大毅,MF,26,0,0,18.91,0.98,,,,
2024,京都サンガF.C.,鈴木　冬一,DF,15,0,0,,,7.60,1.37,,
2024,京都サンガF.C.,福岡　慎平,MF,25,0,1,15.47,1.06,7.16,0.49,,
2024,京都サンガF.C.,原　大智,FW,37,8,2,44.75,1.25,50.45,1.41,26.59,0.75
2024,京都サンガF.C.,松田　天馬,MF,21,2,0,,,,,3.81,0.24
2024,京都サンガF.C.,福田　心之助,DF,34,2,4,38.24,1.21,26.01,0.82,6.51,0.21
2024,京都サンガF.C.,川﨑　颯太,MF,30,3,1,36.96,1.31,17.32,0.61,9.27,0.33
2024,京都サンガF.C.,宮本　優太,DF,33,1,1,24.43,0.99,,,3.18,0.13
2024,京都サンガF.C.,佐藤　響,MF,34,1,1,27.36,1.17,12.51,0.54,,
2024,京都サンガF.C.,マルコ　トゥーリオ,FW,29,3,6,37.64,1.73,33.28,1.53,11.67,0.54
2024,京都サンガF.C.,ラファエル　エリアス,FW,15,11,1,15.76,1.26,38.78,3.10,25.17,2.01
2024,セレッソ大阪,為田　大貴,MF,32,2,1,30.23,1.64,13.04,0.71,5.50,0.30
2024,セレッソ大阪,上門　知樹,MF,29,0,0,,,19.04,2.34,,
2024,セレッソ大阪,レオ　セアラ,FW,38,21,2,36.82,1.03,63.43,1.77,36.76,1.03
2024,セレッソ大阪,舩木　翔,DF,30,1,0,29.75,1.01,,,2.63,0.09
2024,セレッソ大阪,西尾　隆矢,DF,29,2,0,27.88,0.99,,,5.09,0.18
2024,セレッソ大阪,ルーカス　フェルナンデス,MF,35,3,10,66.70,2.15,34.05,1.10,9.58,0.31
2024,セレッソ大阪,奥田　勇斗,DF,21,1,2,34.94,2.08,9.31,0.55,5.63,0.33
2024,セレッソ大阪,田中　駿汰,MF,37,3,4,53.00,1.45,12.50,0.34,8.48,0.23
2024,セレッソ大阪,毎熊　晟矢,DF,15,0,0,,,10.54,0.78,,
2024,セレッソ大阪,北野　颯太,FW,18,2,0,,,18.72,2.08,6.51,0.72
2024,セレッソ大阪,柴山　昌也,MF,28,1,0,25.24,2.27,19.88,1.79,2.91,0.26
2024,セレッソ大阪,カピシャーバ,MF,27,1,4,26.66,1.48,,,,
2024,セレッソ大阪,ヴィトール　ブエノ,FW,21,3,0,,,21.88,2.19,10.82,1.09
2024,セレッソ大阪,奥埜　博亮,MF,36,0,1,35.32,1.19,,,,
2024,ファジアーノ岡山,藤田　息吹,MF,35,0,0,53.17,1.56,,,,
2024,ファジアーノ岡山,一美　和成,FW,11,1,0,,,17.27,2.05,4.20,0.50
2024,ファジアーノ岡山,田上　大地,DF,33,5,1,25.88,0.90,16.78,0.58,10.84,0.38
2024,ファジアーノ岡山,阿部　海大,DF,34,0,0,40.91,1.22,,,,
2024,ファジアーノ岡山,田中　雄大,MF,27,3,0,,,13.13,1.30,8.12,0.80
2024,ファジアーノ岡山,柳　貴博,DF,29,1,4,34.14,1.37,,,,
2024,ファジアーノ岡山,鈴木　喜丈,DF,24,2,3,32.88,1.45,,,,
2024,ファジアーノ岡山,仙波　大志,MF,11,1,0,,,,,4.05,0.78
2024,ファジアーノ岡山,柳　育崇,DF,35,2,0,,,13.45,0.75,4.20,0.23
2024,ファジアーノ岡山,末吉　塁,MF,33,1,0,46.01,1.49,13.34,0.43,,
2024,ファジアーノ岡山,ルカオ,FW,33,5,4,22.04,1.47,24.24,1.62,8.88,0.59
2024,ファジアーノ岡山,岩渕　弘人,MF,34,13,4,40.07,1.46,60.97,2.23,39.93,1.46
2024,ファジアーノ岡山,木村　太哉,MF,38,2,1,32.37,1.69,22.70,1.18,4.58,0.24
2024,ファジアーノ岡山,早川　隼平,MF,15,2,0,,,15.51,1.66,7.37,0.79
2024,ファジアーノ岡山,グレイソン,FW,13,3,0,,,14.45,1.27,6.11,0.54
2024,ファジアーノ岡山,竹内　涼,MF,22,0,0,23.02,1.50,,,,
2024,アビスパ福岡,亀川　諒史,DF,26,1,0,,,,,2.95,0.26
2024,アビスパ福岡,金森　健志,MF,27,1,0,,,10.55,1.10,,
2024,アビスパ福岡,ウェリントン,FW,33,3,1,23.25,1.14,21.95,1.08,8.13,0.40
2024,アビスパ福岡,前　寛之,MF,37,1,2,38.10,1.14,15.00,0.45,4.16,0.12
2024,アビスパ福岡,岩崎　悠人,FW,38,1,1,37.86,1.18,21.56,0.67,3.13,0.10
2024,アビスパ福岡,小田　逸稀,DF,28,2,3,22.06,1.21,8.49,0.47,6.74,0.37
2024,アビスパ福岡,前嶋　洋太,DF,22,0,0,22.51,1.11,,,,
2024,アビスパ福岡,田代　雅也,DF,37,2,0,22.51,0.61,9.54,0.26,5.18,0.14
2024,アビスパ福岡,宮　大樹,DF,22,1,1,26.04,1.28,,,,
2024,アビスパ福岡,松岡　大起,MF,36,2,1,24.76,0.93,21.83,0.82,5.58,0.21
2024,アビスパ福岡,紺野　和也,MF,37,6,2,46.93,1.56,37.81,1.26,20.06,0.67
2024,アビスパ福岡,佐藤　凌我,FW,21,2,0,,,,,5.19,0.41
2024,アビスパ福岡,重見　柾斗,MF,35,1,3,18.33,0.91,8.94,0.44,,
2024,アビスパ福岡,シャハブ　ザヘディ,FW,31,9,0,,,38.25,2.45,28.34,1.81
2024,水戸ホーリーホック,黒川　淳史,MF,15,2,0,,,,,4.24,0.49
2024,水戸ホーリーホック,久保　征一郎,FW,27,5,0,,,16.21,1.45,13.93,1.25
2024,水戸ホーリーホック,山田　奈央,DF,32,1,1,22.70,0.75,,,,
2024,水戸ホーリーホック,草野　侑己,FW,23,2,0,,,17.14,1.32,6.56,0.51
2024,水戸ホーリーホック,長尾　優斗,MF,19,0,0,,,12.77,1.10,,
2024,水戸ホーリーホック,前田　椋介,MF,24,0,1,32.63,1.55,,,,
2024,水戸ホーリーホック,甲田　英將,MF,29,2,1,18.99,1.14,17.09,1.02,6.14,0.37
2024,水戸ホーリーホック,長井　一真,DF,27,3,1,33.64,1.59,25.73,1.22,12.42,0.59
2024,水戸ホーリーホック,中島　大嘉,FW,13,4,0,,,10.24,1.68,16.24,2.67
2024,水戸ホーリーホック,櫻井　辰徳,MF,16,0,2,18.68,1.23,,,,
2024,水戸ホーリーホック,大崎　航詩,DF,30,3,2,45.18,1.52,,,11.67,0.39
2024,水戸ホーリーホック,新井　晴樹,MF,34,1,4,50.30,1.87,18.56,0.69,,
2024,水戸ホーリーホック,寺沼　星文,FW,20,2,0,,,16.82,1.34,4.50,0.36
2024,水戸ホーリーホック,落合　陸,MF,31,5,2,23.52,1.29,30.19,1.66,13.91,0.76
2024,水戸ホーリーホック,牛澤　健,DF,32,0,0,30.62,0.98,,,,
2024,水戸ホーリーホック,長澤　シヴァタファリ,DF,17,2,1,22.91,1.35,,,5.24,0.31
2024,水戸ホーリーホック,山本　隼大,FW,15,1,0,,,10.85,1.46,,
2024,ジェフユナイテッド千葉,ドゥドゥ,FW,30,6,0,,,18.41,1.53,17.79,1.48
2024,ジェフユナイテッド千葉,呉屋　大翔,FW,17,2,0,,,,,5.25,1.53
2024,ジェフユナイテッド千葉,髙橋　壱晟,MF,37,1,2,61.54,1.67,29.13,0.79,,
2024,ジェフユナイテッド千葉,品田　愛斗,MF,24,0,3,27.49,1.52,,,,
2024,ジェフユナイテッド千葉,椿　直起,MF,22,5,3,28.82,2.37,21.06,1.73,12.86,1.06
2024,ジェフユナイテッド千葉,岡庭　愁人,DF,30,3,5,38.31,3.04,,,9.38,0.74
2024,ジェフユナイテッド千葉,田中　和樹,FW,33,5,9,50.05,1.74,20.82,0.73,15.44,0.54
2024,ジェフユナイテッド千葉,佐々木　翔悟,DF,29,2,4,36.62,1.52,28.83,1.20,,
2024,ジェフユナイテッド千葉,横山　暁之,MF,33,5,4,48.71,1.85,34.83,1.32,12.58,0.48
2024,ジェフユナイテッド千葉,日高　大,MF,22,1,5,37.21,1.81,14.45,0.70,,
2024,ジェフユナイテッド千葉,エドゥアルド,MF,19,3,0,,,24.29,1.83,7.92,0.60
2024,ジェフユナイテッド千葉,小森　飛絢,FW,38,23,3,41.81,1.21,66.93,1.93,58.88,1.70
2024,ジェフユナイテッド千葉,鈴木　大輔,DF,14,3,0,,,,,8.25,0.66
2024,ジェフユナイテッド千葉,田口　泰士,MF,30,6,1,37.91,1.79,36.53,1.72,15.58,0.74
2024,ＦＣ東京,小泉　慶,MF,34,1,3,31.70,1.13,,,,
2024,ＦＣ東京,白井　康介,DF,23,1,2,21.76,1.32,7.97,0.48,,
2024,ＦＣ東京,仲川　輝人,FW,34,6,3,26.94,1.04,21.62,0.84,13.93,0.54
2024,ＦＣ東京,高　宇洋,MF,35,3,2,46.77,1.46,15.42,0.48,11.16,0.35
2024,ＦＣ東京,遠藤　渓太,MF,27,5,3,27.88,1.66,19.22,1.14,17.93,1.07
2024,ＦＣ東京,ディエゴ　オリヴェイラ,FW,32,6,0,20.89,0.89,32.09,1.37,11.01,0.47
2024,ＦＣ東京,バングーナガンデ　佳史扶,DF,17,2,0,,,,,6.97,0.43
2024,ＦＣ東京,荒木　遼太郎,MF,29,7,4,31.28,1.45,32.71,1.51,19.24,0.89
2024,ＦＣ東京,岡　哲平,DF,19,2,0,,,,,5.85,0.35
2024,ＦＣ東京,小柏　剛,FW,11,2,0,,,6.61,1.92,,
2024,ＦＣ東京,安斎　颯馬,MF,31,4,2,19.83,0.86,13.80,0.60,8.60,0.37
2024,ＦＣ東京,松木　玖生,MF,18,2,0,,,14.19,1.02,6.97,0.50
2024,ＦＣ東京,俵積田　晃太,MF,33,2,3,32.30,1.71,31.12,1.65,5.91,0.31
2024,ＦＣ東京,長友　佑都,DF,29,2,1,20.49,1.14,,,,
2024,ＦＣ町田ゼルビア,昌子　源,DF,33,1,0,25.68,0.87,,,,
2024,ＦＣ町田ゼルビア,ミッチェル　デューク,FW,33,4,0,,,19.40,2.14,10.80,1.19
2024,ＦＣ町田ゼルビア,下田　北斗,MF,30,5,2,24.88,1.42,9.79,0.56,11.93,0.68
2024,ＦＣ町田ゼルビア,オ　セフン,FW,33,8,2,28.09,1.13,31.50,1.27,19.71,0.79
2024,ＦＣ町田ゼルビア,鈴木　準弥,DF,24,1,3,22.78,1.43,,,,
2024,ＦＣ町田ゼルビア,相馬　勇紀,FW,11,1,0,,,,,4.35,0.52
2024,ＦＣ町田ゼルビア,仙頭　啓矢,MF,35,1,1,28.63,1.18,17.51,0.72,,
2024,ＦＣ町田ゼルビア,藤尾　翔太,FW,31,9,0,,,22.22,0.93,15.52,0.65
2024,ＦＣ町田ゼルビア,ナ　サンホ,FW,24,3,0,,,16.24,1.11,10.85,0.74
2024,ＦＣ町田ゼルビア,エリキ,FW,26,3,0,,,10.63,1.08,3.68,0.37
2024,ＦＣ町田ゼルビア,藤本　一輝,FW,36,3,3,34.82,1.71,16.35,0.80,6.80,0.33
2024,ＦＣ町田ゼルビア,林　幸多郎,DF,34,0,1,32.17,1.01,,,,
2024,ＦＣ町田ゼルビア,平河　悠,FW,18,2,5,34.33,1.98,20.80,1.20,4.17,0.24
2024,ＦＣ町田ゼルビア,望月　ヘンリー海輝,DF,26,0,2,22.77,1.23,,,,
2024,ＦＣ町田ゼルビア,ドレシェヴィッチ,DF,31,3,1,25.84,0.85,9.51,0.31,7.90,0.26
2024,横浜Ｆ・マリノス,松原　健,DF,29,1,2,41.09,1.53,19.68,0.73,,
2024,横浜Ｆ・マリノス,宮市　亮,FW,32,2,3,31.20,2.79,15.27,1.37,6.58,0.59
2024,横浜Ｆ・マリノス,ナム　テヒ,MF,11,2,0,,,,,7.39,1.12
2024,横浜Ｆ・マリノス,喜田　拓也,MF,25,0,1,30.33,1.31,,,,
2024,横浜Ｆ・マリノス,エドゥアルド,DF,28,2,0,44.02,1.76,11.74,0.47,6.84,0.27
2024,横浜Ｆ・マリノス,天野　純,MF,32,5,0,,,23.42,1.37,9.47,0.56
2024,横浜Ｆ・マリノス,西村　拓真,FW,12,3,0,,,,,9.92,1.42
2024,横浜Ｆ・マリノス,渡辺　皓太,MF,30,1,2,38.40,1.49,13.22,0.51,,
2024,横浜Ｆ・マリノス,アンデルソン　ロペス,FW,37,24,2,34.13,0.97,60.53,1.73,48.51,1.38
2024,横浜Ｆ・マリノス,永戸　勝也,DF,19,2,3,28.63,1.64,,,7.58,0.43
2024,横浜Ｆ・マリノス,上島　拓巳,DF,26,0,0,34.41,1.35,,,,
2024,横浜Ｆ・マリノス,植中　朝日,FW,34,3,0,,,18.81,1.39,7.33,0.54
2024,横浜Ｆ・マリノス,加藤　聖,DF,13,1,0,,,11.92,1.44,,
2024,横浜Ｆ・マリノス,エウベル,FW,27,2,3,53.34,2.66,15.93,0.79,7.39,0.37
2024,横浜Ｆ・マリノス,ヤン　マテウス,FW,35,5,8,79.89,3.02,49.45,1.87,19.30,0.73
2024,名古屋グランパス,野上　結貴,DF,26,1,0,25.02,1.22,,,,
2024,名古屋グランパス,パトリック,FW,33,5,0,,,17.37,1.35,15.74,1.23
2024,名古屋グランパス,稲垣　祥,MF,36,6,2,37.81,1.11,24.91,0.73,16.98,0.50
2024,名古屋グランパス,森島　司,MF,37,3,4,52.59,1.53,22.73,0.66,10.21,0.30
2024,名古屋グランパス,山岸　祐也,FW,23,2,0,,,23.77,1.44,4.70,0.28
2024,名古屋グランパス,和泉　竜司,MF,30,3,2,33.46,1.51,10.33,0.47,7.05,0.32
2024,名古屋グランパス,椎橋　慧也,MF,34,1,2,28.89,1.06,,,,
2024,名古屋グランパス,内田　宅哉,MF,29,0,0,20.30,0.97,,,,
2024,名古屋グランパス,三國　ケネディエブス,DF,35,2,1,27.96,0.82,,,,
2024,名古屋グランパス,倍井　謙,MF,25,2,0,20.15,2.40,10.94,1.30,8.83,1.05
2024,名古屋グランパス,中山　克広,MF,32,0,0,31.74,1.64,10.38,0.54,,
2024,名古屋グランパス,キャスパー　ユンカー,FW,19,4,0,,,11.12,1.33,10.12,1.21
2024,名古屋グランパス,菊地　泰智,MF,12,1,0,,,9.93,1.70,5.01,0.86
2024,名古屋グランパス,ハ　チャンレ,DF,24,3,0,,,,,6.50,0.33
2024,名古屋グランパス,永井　謙佑,FW,34,6,3,20.20,0.84,29.50,1.23,20.34,0.85
2024,ガンバ大阪,三浦　弦太,DF,9,1,0,,,,,3.84,0.43
2024,ガンバ大阪,中谷　進之介,DF,38,4,0,46.89,1.23,,,7.51,0.20
2024,ガンバ大阪,福岡　将太,DF,36,2,1,36.87,1.14,,,5.06,0.16
2024,ガンバ大阪,福田　湧矢,MF,7,1,0,,,,,3.49,2.47
2024,ガンバ大阪,岸本　武流,DF,26,1,0,,,11.12,1.03,,
2024,ガンバ大阪,山田　康太,MF,23,4,0,,,10.03,0.64,10.98,0.70
2024,ガンバ大阪,黒川　圭介,DF,38,0,3,55.40,1.50,12.27,0.33,,
2024,ガンバ大阪,鈴木　徳真,MF,37,0,2,48.11,1.43,,,,
2024,ガンバ大阪,半田　陸,DF,24,1,1,21.52,1.03,,,,
2024,ガンバ大阪,ファン　アラーノ,MF,20,1,0,,,12.92,1.52,,
2024,ガンバ大阪,山下　諒也,FW,30,1,5,29.51,1.58,15.40,0.83,,
2024,ガンバ大阪,坂本　一彩,FW,37,10,1,32.04,1.23,39.18,1.50,23.07,0.88
2024,ガンバ大阪,ダワン,MF,37,3,1,38.36,1.30,19.35,0.66,6.92,0.23
2024,ガンバ大阪,イッサム　ジェバリ,FW,18,2,0,,,12.92,3.14,7.46,1.82
2024,ガンバ大阪,ウェルトン,FW,32,4,6,48.13,1.82,19.29,0.73,12.14,0.46
2024,ガンバ大阪,宇佐美　貴史,FW,35,12,8,65.56,2.22,68.29,2.31,29.42,0.99
2024,ヴィッセル神戸,扇原　貴宏,MF,35,1,4,33.69,1.04,14.81,0.46,,
2024,ヴィッセル神戸,武藤　嘉紀,FW,37,13,7,69.67,2.03,68.18,1.99,28.31,0.83
2024,ヴィッセル神戸,汰木　康也,MF,10,1,0,,,,,4.44,1.22
2024,ヴィッセル神戸,井手口　陽介,MF,28,0,0,,,10.44,0.52,,
2024,ヴィッセル神戸,広瀬　陸斗,DF,27,2,0,,,,,6.37,0.46
2024,ヴィッセル神戸,初瀬　亮,DF,35,0,7,42.84,1.67,10.49,0.41,,
2024,ヴィッセル神戸,山川　哲史,DF,37,3,1,30.56,0.84,,,8.63,0.24
2024,ヴィッセル神戸,宮代　大聖,FW,32,11,1,38.08,1.64,33.94,1.47,27.23,1.18
2024,ヴィッセル神戸,佐々木　大樹,MF,35,5,4,38.30,1.97,26.07,1.34,11.21,0.58
2024,ヴィッセル神戸,山内　翔,MF,8,2,0,,,,,8.42,4.05
2024,ヴィッセル神戸,ジェアン　パトリッキ,FW,29,1,0,,,17.10,1.77,,
2024,ヴィッセル神戸,マテウス　トゥーレル,DF,36,2,0,26.43,0.74,,,,
2024,ヴィッセル神戸,山口　蛍,MF,27,3,0,25.03,1.10,19.67,0.87,10.32,0.45
2024,ヴィッセル神戸,酒井　高徳,DF,28,1,1,43.38,1.62,11.75,0.44,4.82,0.18
2024,ヴィッセル神戸,大迫　勇也,FW,36,11,9,54.76,1.66,47.41,1.44,28.04,0.85
2024,サンフレッチェ広島,塩谷　司,DF,37,1,0,45.47,1.31,,,,
2024,サンフレッチェ広島,佐々木　翔,DF,36,3,2,44.11,1.23,,,8.17,0.23
2024,サンフレッチェ広島,ピエロス　ソティリウ,FW,25,8,0,,,29.20,2.22,18.72,1.42
2024,サンフレッチェ広島,加藤　陸次樹,FW,37,9,6,54.71,1.60,65.96,1.93,24.26,0.71
2024,サンフレッチェ広島,荒木　隼人,DF,27,3,0,19.39,0.76,,,7.77,0.30
2024,サンフレッチェ広島,満田　誠,FW,35,3,5,56.26,2.50,35.30,1.57,,
2024,サンフレッチェ広島,松本　泰志,MF,36,3,2,49.27,1.58,33.56,1.07,7.97,0.26
2024,サンフレッチェ広島,東　俊希,MF,38,2,8,65.00,1.83,23.39,0.66,,
2024,サンフレッチェ広島,大橋　祐紀,FW,22,11,3,30.06,1.44,33.75,1.62,27.79,1.33
2024,サンフレッチェ広島,マルコス　ジュニオール,MF,12,2,0,,,,,8.19,1.85
2024,サンフレッチェ広島,新井　直人,DF,32,6,5,42.00,1.91,28.73,1.31,22.14,1.01
2024,サンフレッチェ広島,中野　就斗,DF,38,5,5,44.47,1.20,27.48,0.74,18.75,0.50
2024,サンフレッチェ広島,トルガイ　アルスラン,MF,14,8,0,,,16.98,1.90,21.36,2.38
2024,サンフレッチェ広島,ゴンサロ　パシエンシア,FW,8,2,0,,,18.57,4.54,,
2024,Ｖ・ファーレン長崎,加藤　大,MF,28,4,7,27.81,1.31,22.94,1.08,14.60,0.69
2024,Ｖ・ファーレン長崎,秋野　央樹,MF,36,0,4,48.51,1.52,,,,
2024,Ｖ・ファーレン長崎,澤田　崇,MF,23,1,0,,,,,1.31,0.16
2024,Ｖ・ファーレン長崎,増山　朝陽,MF,38,4,3,43.41,1.35,23.53,0.73,12.83,0.40
2024,Ｖ・ファーレン長崎,中村　慶太,MF,13,1,0,,,7.45,2.82,,
2024,Ｖ・ファーレン長崎,米田　隼也,DF,38,0,4,64.97,1.72,13.60,0.36,,
2024,Ｖ・ファーレン長崎,名倉　巧,MF,16,1,0,,,,,3.32,0.54
2024,Ｖ・ファーレン長崎,フアンマ　デルガド,FW,34,10,0,,,29.13,2.09,31.28,2.25
2024,Ｖ・ファーレン長崎,マテウス　ジェズス,MF,36,18,7,63.54,1.93,79.59,2.42,53.95,1.64
2024,Ｖ・ファーレン長崎,エジガル　ジュニオ,FW,28,15,4,22.46,1.23,51.06,2.80,37.73,2.07
2024,Ｖ・ファーレン長崎,田中　隼人,DF,38,1,2,47.92,1.32,,,,
2024,Ｖ・ファーレン長崎,笠柳　翼,MF,34,3,7,48.22,2.45,28.19,1.43,10.25,0.52
2024,Ｖ・ファーレン長崎,松澤　海斗,MF,34,2,3,34.07,3.18,23.57,2.20,6.40,0.60
2024,Ｖ・ファーレン長崎,マルコス　ギリェルメ,MF,35,12,8,38.49,1.59,33.80,1.39,34.44,1.42
2024,横浜ＦＣ,小川　慶治朗,FW,34,7,0,,,27.46,1.18,18.33,0.79
2024,横浜ＦＣ,福森　晃斗,DF,38,2,14,78.05,2.06,17.77,0.47,8.40,0.22
2024,横浜ＦＣ,中野　嘉大,MF,35,4,5,52.27,2.11,,,10.69,0.43
2024,横浜ＦＣ,井上　潮音,MF,28,0,1,43.46,1.88,,,,
2024,横浜ＦＣ,山根　永遠,MF,36,3,7,77.67,2.21,20.68,0.59,12.58,0.36
2024,横浜ＦＣ,ンドカ　ボニフェイス,DF,36,2,0,30.39,0.84,,,,
2024,横浜ＦＣ,村田　透馬,FW,27,2,0,26.52,2.45,16.68,1.54,,
2024,横浜ＦＣ,中村　拓海,DF,26,0,1,35.85,2.66,12.76,0.95,,
2024,横浜ＦＣ,ユーリ　ララ,MF,37,5,2,45.30,1.31,28.60,0.83,13.64,0.40
2024,横浜ＦＣ,櫻川　ソロモン,FW,37,5,0,,,24.41,2.23,9.52,0.87
2024,横浜ＦＣ,髙橋　利樹,FW,31,4,0,,,,,9.24,0.40
2024,横浜ＦＣ,ガブリエウ,DF,25,3,0,30.88,1.50,,,8.16,0.40
2024,横浜ＦＣ,カプリーニ,FW,38,7,4,45.48,1.96,59.22,2.55,17.30,0.74
2024,横浜ＦＣ,ジョアン　パウロ,FW,14,2,0,,,26.12,3.23,,
2024,横浜ＦＣ,伊藤　翔,FW,33,7,0,,,20.15,1.42,15.35,1.08
2024,湘南ベルマーレ,鈴木　雄斗,MF,37,2,2,58.73,1.59,20.55,0.56,6.00,0.16
2024,湘南ベルマーレ,小野瀬　康介,MF,18,1,1,26.99,2.21,,,3.95,0.32
2024,湘南ベルマーレ,阿部　浩之,MF,25,3,0,,,11.57,1.25,6.92,0.75
2024,湘南ベルマーレ,キム　ミンテ,DF,32,0,0,25.00,0.79,,,,
2024,湘南ベルマーレ,ルキアン,FW,31,11,2,28.13,1.10,34.79,1.36,22.15,0.87
2024,湘南ベルマーレ,池田　昌生,MF,32,4,3,32.17,1.31,26.11,1.06,12.70,0.52
2024,湘南ベルマーレ,田中　聡,MF,33,5,4,50.30,1.55,18.77,0.58,21.85,0.67
2024,湘南ベルマーレ,福田　翔生,FW,34,10,4,32.99,1.56,31.25,1.48,23.74,1.13
2024,湘南ベルマーレ,畑　大雅,DF,30,4,5,38.77,1.75,8.97,0.41,12.38,0.56
2024,湘南ベルマーレ,平岡　大陽,MF,26,1,0,,,18.61,0.96,,
2024,湘南ベルマーレ,鈴木　淳之介,MF,23,0,0,28.58,1.56,8.59,0.47,,
2024,湘南ベルマーレ,鈴木　章斗,FW,34,10,1,28.10,1.25,46.96,2.10,27.90,1.25
2024,湘南ベルマーレ,石井　久継,FW,14,1,0,,,,,4.44,1.44
2024,アルビレックス新潟,小野　裕二,FW,24,4,0,,,13.84,1.10,8.57,0.68
2024,アルビレックス新潟,早川　史哉,DF,16,2,0,,,,,5.41,0.48
2024,アルビレックス新潟,鈴木　孝司,FW,18,2,0,,,,,4.40,0.35
2024,アルビレックス新潟,堀米　悠斗,DF,20,0,2,34.07,2.20,,,,
2024,アルビレックス新潟,トーマス　デン,DF,30,0,0,32.06,1.26,,,,
2024,アルビレックス新潟,谷口　海斗,FW,34,10,2,29.47,1.31,31.91,1.42,36.96,1.64
2024,アルビレックス新潟,秋山　裕紀,MF,36,2,2,76.82,2.25,23.32,0.68,11.53,0.34
2024,アルビレックス新潟,太田　修介,FW,17,2,0,,,,,3.88,0.47
2024,アルビレックス新潟,藤原　奏哉,MF,37,5,2,45.74,1.24,10.89,0.29,12.97,0.35
2024,アルビレックス新潟,松田　詠太郎,MF,23,1,1,28.94,2.18,10.79,0.81,,
2024,アルビレックス新潟,長谷川　元希,MF,33,1,1,34.77,1.87,11.69,0.63,4.44,0.24
2024,アルビレックス新潟,小見　洋太,FW,29,2,0,,,24.53,1.19,4.38,0.21
2024,アルビレックス新潟,長倉　幹樹,FW,30,5,2,29.18,1.40,31.02,1.48,14.97,0.72
2024,アルビレックス新潟,宮本　英治,MF,23,1,1,33.80,1.76,11.84,0.62,,
2024,アルビレックス新潟,ダニーロ　ゴメス,MF,18,0,0,,,18.48,2.18,,
2024,アルビレックス新潟,舞行龍ジェームズ,DF,32,1,4,45.24,1.43,,,,
2024,ジュビロ磐田,松本　昌也,MF,35,0,3,21.00,0.84,12.48,0.50,,
2024,ジュビロ磐田,松原　后,DF,35,3,5,48.08,1.43,11.07,0.33,10.27,0.30
2024,ジュビロ磐田,上原　力也,MF,30,1,5,42.66,1.62,17.05,0.65,3.05,0.12
2024,ジュビロ磐田,ジャーメイン　良,FW,32,19,0,23.26,0.74,44.94,1.44,41.67,1.33
2024,ジュビロ磐田,中村　駿,MF,16,1,0,,,,,2.91,0.26
2024,ジュビロ磐田,平川　怜,MF,26,0,2,16.22,0.94,,,,
2024,ジュビロ磐田,渡邉　りょう,FW,11,2,0,,,,,4.29,0.60
2024,ジュビロ磐田,ジョルディ　クルークス,MF,14,1,1,19.80,2.32,12.98,1.52,,
2024,ジュビロ磐田,植村　洋斗,MF,35,1,1,30.08,0.91,,,3.84,0.12
2024,ジュビロ磐田,リカルド　グラッサ,DF,33,1,2,24.03,0.79,7.83,0.26,,
2024,ジュビロ磐田,古川　陽介,MF,24,2,1,22.82,2.82,14.09,1.74,7.22,0.89
2024,ジュビロ磐田,レオ　ゴメス,MF,29,1,0,,,9.49,0.41,5.30,0.23
2024,ジュビロ磐田,マテウス　ペイショット,FW,36,7,2,24.50,1.08,25.05,1.10,18.25,0.80
2024,ジュビロ磐田,山田　大記,MF,25,4,0,,,13.54,1.48,8.75,0.96
2024,北海道コンサドーレ札幌,小林　祐希,MF,19,0,0,,,8.97,0.94,,
2024,北海道コンサドーレ札幌,荒野　拓馬,MF,27,1,1,35.13,1.69,,,,
2024,北海道コンサドーレ札幌,鈴木　武蔵,FW,32,6,1,31.39,1.14,28.99,1.05,16.61,0.60
2024,北海道コンサドーレ札幌,青木　亮太,MF,30,6,2,42.79,1.69,35.23,1.39,19.21,0.76
2024,北海道コンサドーレ札幌,岡村　大八,DF,33,2,0,35.60,1.11,,,,
2024,北海道コンサドーレ札幌,スパチョーク,MF,19,2,5,24.92,1.60,10.69,0.69,8.18,0.53
2024,北海道コンサドーレ札幌,菅　大輝,FW,34,1,1,38.98,1.27,22.38,0.73,,
2024,北海道コンサドーレ札幌,白井　陽斗,FW,10,1,0,,,,,4.25,1.88
2024,北海道コンサドーレ札幌,馬場　晴也,DF,37,2,3,63.28,1.91,14.02,0.42,9.08,0.27
